Campaign Name,Email,Email Provider,Lead Status,Verification Status,Interest Status,phone,website,lastName,firstName,companyName,personalization,email,campaign,jobTitle,linkedIn,location,PhoneNumber,companyDomain,Telefoonnummer
"RijFlow OFFICIAL",ryandenhaag@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool B.P. Dhoen,,ryandenhaag@hotmail.com,,,,,,,070 365 90 01
"RijFlow OFFICIAL",astrid.vandeventer@hetnet.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.arievandeventer.nl/,,,Autorijschool Arie van Deventer,,astrid.vandeventer@hetnet.nl,,,,,,,0180 55 10 42
"RijFlow OFFICIAL",info@rijschooldenhaag.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.rijschooldenhaag.nl/,,,RSD (Rijschool Den Haag),,info@rijschooldenhaag.nl,,,,,,,None
"RijFlow OFFICIAL",info@rijschoolhelder.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.rijschoolhelder.nl/,,,Rijschool Docter - Helder,,info@rijschoolhelder.nl,,,,,,,038 447 99 87
"RijFlow OFFICIAL",tinus@geertsmarijschool.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Geertsma Rijschool,,tinus@geertsmarijschool.nl,,,,,,,0229 72 20 01
"RijFlow OFFICIAL",defrosk@kpnmail.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.defrosk.nl/,,,Autorijschool De Frosk,,defrosk@kpnmail.nl,,,,,,,058 216 01 83
"RijFlow OFFICIAL",autorijschoolfeher@kpnplanet.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Feher,,autorijschoolfeher@kpnplanet.nl,,,,,,,None
"RijFlow OFFICIAL",bijmhol3@xs4all.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool J. Bijmholt,,bijmhol3@xs4all.nl,,,,,,,None
"RijFlow OFFICIAL",rijschoolassalama@live.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Assalama,,rijschoolassalama@live.nl,,,,,,,None
"RijFlow OFFICIAL",info@a28-rijopleidingen.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.a28-rijopleidingen.nl/,,,A28-Rijopleidingen,,info@a28-rijopleidingen.nl,,,,,,,0592 40 97 04
"RijFlow OFFICIAL",r.a.refuge@gmail.com,Google,Active | Not yet contacted,Verified,Lead,,None,,,Benjamin,,r.a.refuge@gmail.com,,,,,,,0570 59 05 98
"RijFlow OFFICIAL",autorijschoolkahraman@live.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Kahraman,,autorijschoolkahraman@live.nl,,,,,,,0485 31 30 62
"RijFlow OFFICIAL",verkeersschoollintjens@planet.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.lintjens.nl/,,,Verkeersschool Lintjens,,verkeersschoollintjens@planet.nl,,,,,,,046 437 62 42
"RijFlow OFFICIAL",rijopleidingjanssen@ziggo.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.rijopleidingjanssen.nl/,,,Rijopleiding Janssen,,rijopleidingjanssen@ziggo.nl,,,,,,,0172 49 00 48
"RijFlow OFFICIAL",sabrina_mangrey@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Sabrina Mangrey,,sabrina_mangrey@hotmail.com,,,,,,,None
"RijFlow OFFICIAL",info@diekema.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.diekema.nl/,,,Autorijschool M. Diekema,,info@diekema.nl,,,,,,,0346 56 82 23
"RijFlow OFFICIAL",ralf@rijschool-kramer.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Kramer,,ralf@rijschool-kramer.nl,,,,,,,114750546
"RijFlow OFFICIAL",gonnie.de.groot@12move.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.degro.nl/,,,Rijschool Dégro,,gonnie.de.groot@12move.nl,,,,,,,None
"RijFlow OFFICIAL",info@bmverkeersbegeleidingen.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,B&M Verkeersbegeleidingen B.V.,,info@bmverkeersbegeleidingen.nl,,,,,,,078 8907850
"RijFlow OFFICIAL",info@opfris-rijles.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Opfris Rijles B.V.,,info@opfris-rijles.nl,,,,,,,085 760 40 60
"RijFlow OFFICIAL",ilona@rijschooldezebra.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool de Zebra,,ilona@rijschooldezebra.nl,,,,,,,0618474170
"RijFlow OFFICIAL",info@koopsvec.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,http://www.koopsvec.nl/,,,Koops NOVL Opleidingen,,info@koopsvec.nl,,,,,,,0592 37 20 98
"RijFlow OFFICIAL",info@rijschoolvanestrik.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.rijschoolvanestrik.nl/,,,Autorijschool Van Estrik,,info@rijschoolvanestrik.nl,,,,,,,0344 60 18 55
"RijFlow OFFICIAL",yusuf@academy23.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.academy23.nl/,,,Academy 23,,yusuf@academy23.nl,,,,,,,None
"RijFlow OFFICIAL",yildirimrs@live.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Orange drive,,yildirimrs@live.nl,,,,,,,0570 63 03 69
"RijFlow OFFICIAL",info@rij-be-wijs.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.rij-be-wijs.nl/,,,Rij(Be)Wijs,,info@rij-be-wijs.nl,,,,,,,023 5272247
"RijFlow OFFICIAL",jvanwijk@kliksafe.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.rijschooljoleen.nl/,,,Rijschool Joleen,,jvanwijk@kliksafe.nl,,,,,,,0183 50 01 80
"RijFlow OFFICIAL",duinly@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Verkeersschool 2 GO,,duinly@hotmail.com,,,,,,,0524 29 12 30
"RijFlow OFFICIAL",info@verkeersschool-daneel.nl,Google,Active | Not yet contacted,Verified,Lead,,http://www.verkeersschool-daneel.nl/,,,Verkeersschool Daneel,,info@verkeersschool-daneel.nl,,,,,,,0172 70 70 86
"RijFlow OFFICIAL",serdargulsen@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Reflex Autorijschool,,serdargulsen@hotmail.com,,,,,,,None
"RijFlow OFFICIAL",verkeersschool_dejong@planet.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.autorijschool-dejong.nl/,,,Auto-Motor-Bromfiets A. de Jong,,verkeersschool_dejong@planet.nl,,,,,,,078 677 10 59
"RijFlow OFFICIAL",chris_rolandus_hagedoorn@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Auto- en Motorrijschool Sensation,,chris_rolandus_hagedoorn@hotmail.com,,,,,,,0416 34 32 33
"RijFlow OFFICIAL",info@dickvdvliet.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.dickvdvliet.nl/,,,Rijschool van der Vliet,,info@dickvdvliet.nl,,,,,,,055 541 04 22
"RijFlow OFFICIAL",info@autorijschoolschneiders.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.autorijschoolschneiders.nl/,,,Autorijschool Schneiders,,info@autorijschoolschneiders.nl,,,,,,,0229 85 40 00
"RijFlow OFFICIAL",info@rijschoolwinters.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.rijschoolwinters.nl/,,,Rijschool Winters,,info@rijschoolwinters.nl,,,,,,,0529456484
"RijFlow OFFICIAL",maxer888@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Maximaal,,maxer888@hotmail.com,,,,,,,0227 72 40 52
"RijFlow OFFICIAL",postbus@jouw-verkeersschool.nl,Other,Active | Not yet contacted,Verified,Lead,,https://www.jouw-verkeersschool.nl/,,,Jouw Verkeersschool,,postbus@jouw-verkeersschool.nl,,,,,,,06 51 91 71 61
"RijFlow OFFICIAL",info@verkeersschoolrules.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.verkeersschoolrules.nl/,,,Verkeersschool Rules,,info@verkeersschoolrules.nl,,,,,,,078 750 85 53
"RijFlow OFFICIAL",rozemarijnpenn@gmail.com,Google,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Drive By Roos,,rozemarijnpenn@gmail.com,,,,,,,0610495896
"RijFlow OFFICIAL",jandewaard@kliksafe.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool J. De Waard,,jandewaard@kliksafe.nl,,,,,,,0342 49 27 72
"RijFlow OFFICIAL",m_boek8@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Boek,,m_boek8@hotmail.com,,,,,,,None
"RijFlow OFFICIAL",autorijschool@annemariedebeer.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.autorijschoolannemariedebeer.nl/,,,Autorijschool Anne-Marie De Beer,,autorijschool@annemariedebeer.nl,,,,,,,040 206 15 01
"RijFlow OFFICIAL",gerard.weinans@zonnet.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.weinans-autorijschool.nl/,,,Weinans Autorijschool,,gerard.weinans@zonnet.nl,,,,,,,0599 58 19 16
"RijFlow OFFICIAL",info@rijschooljoeri.nl,Other,Active | Not yet contacted,Verified,Lead,,https://rijschooljoeri.nl/,,,Rijschool Joeri,,info@rijschooljoeri.nl,,,,,,,06 54 96 88 04
"RijFlow OFFICIAL",info@oke-rijopleidingen.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.oke-rijopleidingen.nl/,,,Oke Rijopleidingen,,info@oke-rijopleidingen.nl,,,,,,,0348 56 59 05
"RijFlow OFFICIAL",noor_didar@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Bron,,noor_didar@hotmail.com,,,,,,,024 642 41 83
"RijFlow OFFICIAL",hhkooyman@gmail.com,Google,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Kooyman,,hhkooyman@gmail.com,,,,,,,0418 540441
"RijFlow OFFICIAL",info@autorijschoolhans.com,Other,Active | Not yet contacted,Verified,Lead,,http://www.autorijschoolhans.com/,,,Hans Auto en Motorrijschool,,info@autorijschoolhans.com,,,,,,,0348 42 00 09
"RijFlow OFFICIAL",andyng@live.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Andy,,andyng@live.nl,,,,,,,None
"RijFlow OFFICIAL",schotty67@live.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,A. Chotkan Transfer Verkeersopleiding,,schotty67@live.nl,,,,,,,010 481 32 65
